"IdeaID","meaning","meaningAsm"
"4947","not demotivated or lose energy even after repeated or long hours of work.","বহু সময় কাম কৰাৰ পিছতো শক্তি আৰু উত্সাহ ক্ষয় নোহোৱা।"
"4948","a death occured without warings (irrespective of the age of the victim)","ততালিকে হোৱা মৃত্যু (যিকোনো বয়সত)"
"4949","Outspoken about rights etc.","অধিকাৰ আদি সম্পৰ্কে মুকলিকৈ কোৱা, স্পষ্টবাদী"
"4950","having high mental ability or special aptitude for something.","উচ্চ মানসিক দক্ষতা বা আন কোনো বিশেষ দক্ষতা থকা।"
"4951","Distinctly different parts or units",
"4952","Faculty or power of seeing","দেখাৰ ক্ষমতা বা শক্তি"
"4953","Troops, police etc. sent out ona regular basis for search or reconnaissance of an area",
"4954","of or relating to diplomacy or diplomats","কূটনীতি বা কূটনীতিজ্ঞৰ সৈতে জড়িত বা সেই সম্বন্ধীয়"
"4955","Vote on an important political question open to all the electors of a state",
"4956","not interested, without any importance","আগ্ৰহী নোহোৱা বা কোনো আগ্ৰহ নেদেখুৱা"
"4957","not making any distinctions or difference.","কোনো বাচ-বিচাৰ নকৰাকৈ বা নোহোৱাকৈ।"
"4958","any preparation used as a preventive inoculation to confer immunity against a specific disease, usually employing an innocuous form of the disease agent, as killed or weakened bacteria or viruses, to stimulate antibody production.","দেহৰ ৰোগ প্ৰতিৰোধী ক্ষমতা বৃদ্ধি কৰাৰ উদ্দেশ্যে সাধাৰণতে নিৰ্দ্দিষ্ট বেক্টেৰিয়া, ভাইৰাছ আদি বীজাণুৰ অসংক্ৰমী ৰূপ বা সিহঁতৰ অংশবিশেষ মানুহৰ গাত সুমুৱাই দিবৰ বাবে প্ৰস্তুত কৰা যিকোনো দ্ৰৱ্য"
"4959","covering every aspect of a subject or object.","যেনে সৰ্বাঙ্গীন উন্নতি"
"4960","resembling a rod","এডাল দণ্ড বা ডাঁৰৰ নিচিনা"
"4961","To come out or become alert or awake","ওলাই আহ, সজাগ হ"
"4962","Minute body or cell in an organism, esp. the red or white cells in the bllod of vertebrates","তেজত থকা শ্বেত বা লোহিত কণিকা"
"4963","Official conducting a court for minor cases and preliminary hearings",
"4964","Confined in a prison as a punishment",
"4965","That can not be stooped or prevented","যাক প্ৰতিৰোধ কৰিব বা বন্ধ কৰিব নোৱাৰি"
"4966","the horizontal bar of a measuring balance","তুলাচনী এখনৰ দীঘল মাৰিডাল"
"4967","a very sweet variety of banana, smaller than many other varieties","এবিধ সৰু, অতি মিঠা কল"
"4968","A medicinal herb of the mint family found in Japan, Korea,China, North-East India and Thailand. Used in traditional Assamese dishes. Also known to have tick repellent properties.","পূব আৰু দক্ষিণ-পূব এছিয়াত পোৱা এবিধ বনৌষধি, অসমীয়া থলুৱা ৰন্ধনত এই বনৌষধবিধ শাক হিচাবে ব্যৱহাৰ কৰা হয়|"
"4969","bound with light papers",
"4970","Without the help or presence of others","আন কোনো উপস্থিত নথকাকৈ বা আন কাৰো সহায় নোলোৱাকৈ"
"4971","Of or expressing emotions or arousing emotions","আবেগ বা মনৰ অনুভূতি প্ৰকাশ কৰা"
"4972","Dung beetles are beetles that feed partly or exclusively on feces. Dung beetles live in many different habitats, including desert, farmland, forest, and grasslands. They do not like extremely cold or dry weather. They occur on all continents except Antarctica.","ক’লা ৰঙৰ, গোবৰ বা অন্যান্য মল জাতিয় বস্তুৰ মাজত বাস কৰা এবিধ পতঙ্গ৷"
"4973","Raised mass of earth, like the one built by termites.","যেনে উঁইৰ হাফলু বা সৰু মাটিৰ দ’ম।"
"4974","Wasp belonging to the family Vespidae with Yellow and Black strip on back",
"4975","Wide tidal river mouth, where a river meets a sea","সাগৰত লগ-লগাৰ সময়ত নদীৰ বহল মুখ"
"4976","A minute or thorough treatment or account, e.g., went into detail about his travels","সকলো দিশ বহলাই বা খৰচি মাৰি কৰা, যেনেঃ এটা যাত্ৰাৰ বিষয়ে বহলাই কোৱা"
"4977","Very closely held, drawn so that it can not be easily circumvented, like tight security",
"4978","Something that can not be penetrated","যাক ভেদ কৰিব নোৱাৰি"
"4979","Escape or pass through a hole","ফুটাৰ মাজেদি পাৰ হৈ যা"
"4980","Work together or be helpful","একেলগে কাম কৰ্ বা সহায় কৰ্"
"4981","to provide what is necessary to do a task or satisfy a need","কাৰোবাক কোনো প্ৰয়োজনীয় কাম কৰি দিয়া৷"
"4982","Trim or reduce the amount the time of a service etc., like power cut","কোনো নিৰ্দ্দিষ্ট সেৱাৰ নিৰ্দ্ধাৰিত সময় হ্ৰাস কৰা"
"4983","to penetrate with or as if with a sharp-edged instrument or object; to lower, reduce, diminish, or curtail ",
"4984","Acting or recurring in a habitual manner, e.g. normal life","অভ্যাসগতভাৱে বা নিয়মিতভাৱে কৰা বা হোৱা"
"4985","Official designated to act as a means of communication with outside agencies, customers, etc.",
"4986","A property with large plot of land, and usually with a house",
"4987","for the reason that, on account of; word used to connect cause and effec","কোনো কাৰণ বশতঃ"
"4988","a word uttered at the end of a prayer meaning \'may it be so\'.","মনোকামনা পূৰণ হবলৈ প্ৰাৰ্থনাৰ অন্তত  পুৰোহিত, ভকত আদিয়ে কোৱা এটা শব্দ।"
"4989","very pleasant, attractive or delightful. ","অতিশয় ভাললগা, মনোৰম, আনন্দ-দায়ক| "
"4990","a way of hairdressing","চুলি ৰখা বা সজোৱাৰ ধৰণ"
"4991","a hairstyle where a piece of hair is divided into two or three long parts and then woven together","চুলি একোচাক দুই, তিনিভাগত দীঘলীয়াকৈ ভগাইলৈ  পকোৱাই লোৱা বা গুঠি পেলোৱা এবিধ কেশবিন্যাস"
"4992","a man who guides a plough pulled by animals","জন্তুৱে টনা হাল চলোৱা মানুহ"
"4993","of a human being or an animal having a soft, round and slightly fat body","কিছু শকত আৰু প্ৰায় গোলযেন হৈ পৰা মানুহ বা আন জীৱৰ শৰীৰ"
"4994","fruit of a tropical tree used mostly for cooking. Bananas are actually varieties of plantains.","দেখিবলৈ জাহাজী কলৰ দৰে কিন্তু জাহাজী কলতকৈ টান জাতিৰ এবিধ কল| ইয়াক সাধাৰণতে কেঁচাই খাব নোৱাৰি যদিও ইয়াৰ পৰা বিভিন্ন ধৰণৰ ব্যঞ্জন ৰন্ধা হয়|"
"4995","Deep red colored flower of a banana plant. It is eaten as food in many parts of the world including Assam.","কলগছৰ ফুল| বহুতো অঞ্চলত ইয়াক খাদ্য হিচাপে খোৱা হয়| অসমত সাধাৰণতে ভীমকলৰ কলডিলক সকলোতকৈ উপাদেয় বুলি ভবা হয়|"
